,id,fecha,pais_de_residencia,provincia_de_espana,ciudad_residencia,situacion_en_espana,profesion,autonomia_economica,familia_edades,coche_propio,carnet_coche,mascota,presupuesto_alquiler,primera_segunda_vivienda,zona_interes,predisposicion_pueblo
1908,U-002141,2020-06-10,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,No estoy en ninguna de estas situaciones,Técnico,No dispongo de autonomía económica en estos momentos,,No,,No,hasta 300,Primera residencia,Indiferente,Cuanto antes  (hasta 3 meses)
1909,U-002142,2020-06-10,"('España', '02611')","('España', '02611')",Ossa de Montiel (Albacete) ESPAÑA,Soy español o tengo nacionalidad española/ europea,Técnico,,,Si,,No,hasta 300,Primera residencia,Indiferente,Cuanto antes  (hasta 3 meses)
1910,U-002143,2020-06-10,"('España', 'Comunitat Valenciana')","('España', 'Comunitat Valenciana')",Javea Alicante España,Soy español o tengo nacionalidad española/ europea,,,,No,,No,hasta 300,Primera residencia,Indiferente,Cuanto antes  (hasta 3 meses)
1911,U-002144,2020-06-10,España,Toledo,Seseña.Toledo,Soy español o tengo nacionalidad española/ europea,,,,Si,,No,hasta 300,Primera residencia,Indiferente,Cuanto antes  (hasta 3 meses)
1912,U-002145,2020-06-10,España,Sevilla,Sevilla,Soy español o tengo nacionalidad española/ europea,Limpieza,,31 30 14 6,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,Cuanto antes  (hasta 3 meses)
1913,U-002146,2020-06-10,"('España', '26300')","('España', '26300')",Nájera,Soy español o tengo nacionalidad española/ europea,Comercial,,,Si,,No,hasta 300,Segunda residencia,Pueblos de Soria,Cuanto antes  (hasta 3 meses)
1914,U-002147,2020-06-10,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,Soy español o tengo nacionalidad española/ europea,Comercial,,,Si,,No,hasta 300,Primera residencia,Sierra norte de Madrid,Cuanto antes  (hasta 3 meses)
1915,U-002148,2020-06-10,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,Soy español o tengo nacionalidad española/ europea,Profesor,,,Si,,No,hasta 300,Primera residencia,Indiferente,Hasta 6 meses
1916,U-002149,2020-06-10,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,Soy español o tengo nacionalidad española/ europea,Operario,,,No,,No,hasta 300,Primera residencia,Sierra norte de Madrid,Cuanto antes  (hasta 3 meses)
1917,U-002150,2020-06-10,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,Soy español o tengo nacionalidad española/ europea,Trabajador social,,,No,,No,hasta 300,Primera residencia,Indiferente,Hasta 6 meses
1918,U-002151,2020-06-10,España,Madrid,Madrid,Soy español o tengo nacionalidad española/ europea,Administrativo,,33 - 29 - 8 - 6 - 4 -,Si,Si,Si,hasta 300,Primera residencia,Indiferente,Cuanto antes  (hasta 3 meses)
1919,U-002152,2020-06-10,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,Soy español o tengo nacionalidad española/ europea,,,,No,,No,hasta 300,Primera residencia,Indiferente,Cuanto antes  (hasta 3 meses)
1920,U-002153,2020-06-10,"('España', 'Navarra - Nafarroa')","('España', 'Navarra - Nafarroa')","Pamplona, Navarra, España",Soy español o tengo nacionalidad española/ europea,Periodista,,,Si,,No,hasta 450,Primera residencia,Navarra,Cuanto antes  (hasta 3 meses)
1921,U-002154,2020-06-10,"('France', 'NINGUNA')","('France', 'NINGUNA')",PARIS/FRANCIA,Soy español o tengo nacionalidad española/ europea,,,,Si,,No,hasta 450,Primera residencia,Indiferente,
1922,U-002155,2020-06-10,"('España', 'Illes Balears')","('España', 'Illes Balears')",Palma de Mallorca,Soy español o tengo nacionalidad española/ europea,"Músico, productor vídeos",,,Si,,No,Hasta 300,Primera residencia,Sierra norte de Madrid,Cuanto antes  (hasta 3 meses)
1923,U-002156,2020-06-10,"('España', 'Comunitat Valenciana')","('España', 'Comunitat Valenciana')",Albal (Valencia),Soy español o tengo nacionalidad española/ europea,Psicólogo,,,Si,,No,Hasta 450,Primera residencia,Pueblos de Soria,Cuanto antes  (hasta 3 meses)
1924,U-002157,2020-06-10,"('España', 'Andalucía')","('España', 'Andalucía')",Rincón de la Victoria,Soy español o tengo nacionalidad española/ europea,Funcionario,,,Si,,No,hasta 600,Primera residencia,Sierra norte de Madrid,Cuanto antes  (hasta 3 meses)
1925,U-002158,2020-06-10,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,Soy español o tengo nacionalidad española/ europea,Hostelero,,,Si,,No,hasta 300,Primera residencia,Sierra norte de Madrid,Cuanto antes  (hasta 3 meses)
1926,U-002159,2020-06-10,"('Éire / Ireland', 'NINGUNA')","('Éire / Ireland', 'NINGUNA')",Irlanda,Soy español o tengo nacionalidad española/ europea,,,,Si,,No,hasta 300,Primera residencia,Sierra norte de Madrid,Hasta 6 meses
1927,U-002160,2020-06-10,"('Italia', 'NINGUNA')","('Italia', 'NINGUNA')",Buenos Aires (Argentina),Soy español o tengo nacionalidad española/ europea,,,,Si,,No,hasta 300,Primera residencia,Indiferente,Hasta 6 meses
1928,U-002161,2020-06-10,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,Soy español o tengo nacionalidad española/ europea,Funcionario,,,Si,,No,hasta 300,Segunda residencia,Pueblos de Burgos,Hasta 6 meses
1929,U-002162,2020-06-10,"('España', 'Illes Balears')","('España', 'Illes Balears')",Ibiza,Soy español o tengo nacionalidad española/ europea,Hostelero,,,Si,,No,hasta 450,Primera residencia,Pueblos de Burgos,Hasta 6 meses
1930,U-002163,2020-06-10,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,Soy español o tengo nacionalidad española/ europea,Jubilado,,,Si,,No,hasta 300,Primera residencia,Sierra norte de Madrid,Cuanto antes  (hasta 3 meses)
1931,U-002164,2020-06-10,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,Soy español o tengo nacionalidad española/ europea,Marketing y publicidad,,,No,,No,hasta 300,Primera residencia,Pueblos de Burgos,Cuanto antes  (hasta 3 meses)
1932,U-002165,2020-06-10,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,Soy español o tengo nacionalidad española/ europea,Cocinero,,,No,,No,hasta 300,Primera residencia,Indiferente,Más de 6 meses
1933,U-002166,2020-06-10,"('Argentina', 'NINGUNA')","('Argentina', 'NINGUNA')",Argentina,No estoy en ninguna de estas situaciones,Hostelero,,,No,,No,hasta 450,Primera residencia,Indiferente,Cuanto antes  (hasta 3 meses)
1934,U-002167,2020-06-10,"('España', '08001')","('España', '08001')",Barcelona,Sin respuesta,Freelance digital,,,Si,,No,hasta 300,Primera residencia,Sierra norte de Madrid,Cuanto antes  (hasta 3 meses)
1935,U-002168,2020-06-10,"('España', '06510')","('España', '06510')",Alburquerque,Sin respuesta,Administrativo,,,Si,,No,hasta 300,Primera residencia,Sierra norte de Madrid,Cuanto antes  (hasta 3 meses)
1936,U-002169,2020-06-10,"('España', '08940')","('España', '08940')","Cornella de Llobregat, Barcelona",Soy español o tengo nacionalidad española/ europea,Transportista,,,Si,,No,hasta 450,Primera residencia,Pueblos de Burgos,Cuanto antes  (hasta 3 meses)
1937,U-002170,2020-06-10,"('España', '28950')","('España', '28950')",Moraleja de enmedio,Soy español o tengo nacionalidad española/ europea,Autónomo,,,Si,,No,hasta 300,Primera residencia,Sierra norte de Madrid,Cuanto antes  (hasta 3 meses)
1938,U-002171,2020-06-10,"('España', 'Andalucía')","('España', 'Andalucía')",Granada,Soy español o tengo nacionalidad española/ europea,Jubilado,,,No,,No,hasta 450,Primera residencia,Sierra norte de Madrid,Hasta 6 meses
1939,U-002172,2020-06-10,"('España', 'Andalucía')","('España', 'Andalucía')","Espartinas, Sevilla",Soy español o tengo nacionalidad española/ europea,Veterinario,,,Si,,No,hasta 300,Primera residencia,Pueblos de Burgos,Hasta 6 meses
1940,U-002173,2020-06-10,"('España', '29640')","('España', '29640')",Fuengirola,Soy español o tengo nacionalidad española/ europea,Arquitecto,,,Si,,No,hasta 450,Primera residencia,Sierra norte de Madrid,Hasta 6 meses
1941,U-002174,2020-06-10,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,Soy español o tengo nacionalidad española/ europea,Pintor,,,No,,No,hasta 300,Primera residencia,Indiferente,Cuanto antes  (hasta 3 meses)
1942,U-002175,2020-06-10,"('España', 'Illes Balears')","('España', 'Illes Balears')",Palma de Mallorca,Soy español o tengo nacionalidad española/ europea,Ingeniero,,,Si,,No,hasta 300,Segunda residencia,Indiferente,Hasta 6 meses
1943,U-002176,2020-06-10,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,Soy español o tengo nacionalidad española/ europea,Mantenimiento,,,No,,No,hasta 300,Primera residencia,Sierra norte de Madrid,Hasta 6 meses
1944,U-002177,2020-06-10,"('España', 'Andalucía')","('España', 'Andalucía')",Huelva,Sin respuesta,Albañil,,,Si,,No,hasta 300,Primera residencia,Indiferente,
1945,U-002178,2020-06-10,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Fuenlabrada,Sin respuesta,Albañil,,,Si,,No,hasta 450,Primera residencia,Indiferente,Cuanto antes  (hasta 3 meses)
1946,U-002179,2020-06-10,"('España', '08001')","('España', '08001')",Barcelona,Sin respuesta,Albañil,,,Si,,No,hasta 300,Primera residencia,Pueblos de Soria,Cuanto antes  (hasta 3 meses)
1947,U-002180,2020-06-10,"('España', '28410')","('España', '28410')",Manzanares el Real,Sin respuesta,Psicólogo,,,Si,,No,hasta 300,Primera residencia,Indiferente,Cuanto antes  (hasta 3 meses)
1948,U-002181,2020-06-10,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,Sin respuesta,Cocinero,,,No,,No,hasta 300,Primera residencia,Pueblos de Burgos,Cuanto antes  (hasta 3 meses)
1949,U-002182,2020-06-10,"('España', 'Cantabria')","('España', 'Cantabria')",Cantabria,Sin respuesta,Albañil,,,Si,,No,hasta 300,,Pueblos de Burgos,Cuanto antes  (hasta 3 meses)
1950,U-002183,2020-06-10,"('España', '43001')","('España', '43001')",Tarragona,Soy español o tengo nacionalidad española/ europea,Pensionista,,,Si,,No,hasta 300,Primera residencia,Pueblos de Soria,
1951,U-002184,2020-06-10,"('Honduras', 'NINGUNA')","('Honduras', 'NINGUNA')",La Unión,Sin respuesta,Albañil,,,Si,,No,hasta 300,Primera residencia,Indiferente,Cuanto antes  (hasta 3 meses)
1952,U-002185,2020-06-10,"('Italia', 'NINGUNA')","('Italia', 'NINGUNA')",,Sin respuesta,Jardinero,,,,,No,hasta 300,Primera residencia,Pueblos de Soria,
1953,U-002186,2020-06-10,España,Santa Cruz de Tenerife,Sta. Cruz de Tenerife,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Publicista,,62-58,No,Si,No,hasta 300,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando
1954,U-002187,2020-06-10,"('Honduras', 'NINGUNA')","('Honduras', 'NINGUNA')",Honduras,Sin respuesta,Psicólogo,,,,,No,hasta 300,Primera residencia,Sierra norte de Madrid,Más de 6 meses
1955,U-002188,2020-06-10,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,Sin respuesta,Jubilado,,,,,No,hasta 300,,Sierra norte de Madrid,
1956,U-002189,2020-06-10,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,Sin respuesta,Empleado del hogar,,,,,No,hasta 450,Segunda residencia,Sierra norte de Madrid,
1957,U-002190,2020-06-10,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,Sin respuesta,Funcionario,,,,,No,hasta 450,,Indiferente,
1958,U-002191,2020-06-10,"('España', 'Comunitat Valenciana')","('España', 'Comunitat Valenciana')",Valencia,Permiso de residencia/ trabajo (Asilo),Artista plástico Escultor,,"24, 25",,,No,hasta 300,Primera residencia,Sierra norte de Madrid,
1959,U-002192,2020-06-10,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,Sin respuesta,Administrativo,,,,,No,hasta 300,Primera residencia,Sierra norte de Madrid,
1960,U-002193,2020-06-10,España,Toledo,Toledo,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Hostelero,3 meses,34 42,Si,,Si,Hasta 300€,Primera residencia,Pueblos de Burgos,1 mes
1961,U-002194,2020-06-10,"('España', 'Andalucía')","('España', 'Andalucía')",Huelva,Sin respuesta,Albañil,,,,,No,hasta 300,Primera residencia,Pueblos de Burgos,
1962,U-002196,2020-06-10,España,Madrid,Madrid,Sin respuesta,Limpieza,3 meses,"44/43/2/0,9",Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,Cuanto antes  (hasta 3 meses)
1963,U-002197,2020-06-10,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,Soy español o tengo nacionalidad española/ europea,Ingeniero,Hasta 6 meses,31 7  0 25,No,No,No,hasta 450,Primera residencia,Pueblos de Zamora,6 meses
1964,U-002198,2020-06-10,"('Argentina', 'NINGUNA')","('Argentina', 'NINGUNA')",Rosario,Soy español o tengo nacionalidad española/ europea,Cocinero,Hasta 3 meses,"45, 25, 55",No,No,No,hasta 300,Segunda residencia,Indiferente,Cuanto antes (hasta 3 meses)
1965,U-002199,2020-06-10,"('España', 'Euskadi')","('España', 'Euskadi')",Donostia - San Sebastián,Soy español o tengo nacionalidad española/ europea,Marketing y publicidad,Hasta 3 meses,"37,30,8,4,2,2",No,Si,No,hasta 300,Primera residencia,Indiferente,Cuanto antes (hasta 3 meses)
1966,U-002200,2020-06-10,"('España', '28343')","('España', '28343')",Valdemoro,Soy español o tengo nacionalidad española/ europea,Logística de transportes,Hasta 3 meses,36 y 35,Sí,Si,No,hasta 300,Primera residencia,Indiferente,Cuanto antes (hasta 3 meses)
1967,U-002201,2020-06-10,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,Situación de protección internacional o asilo,Conductor,Hasta 3 meses,"52, 52, 26, 21 y 1",No,Si,No,hasta 300,Primera residencia,Indiferente,Cuanto antes (hasta 3 meses)
1968,U-002202,2020-06-10,España,Madrid,Madrid,Soy español o tengo nacionalidad española/ europea,Profesor,No dispongo de autonomía económica en estos momentos,51 y 48,Sí,Si,No,hasta 300,Primera residencia,Indiferente,En los próximos 6 meses
1969,U-002203,2020-06-10,"('España', 'Canarias')","('España', 'Canarias')",Las palmas de Gran Canaria,Soy español o tengo nacionalidad española/ europea,Cocinero,Hasta 3 meses,8 10 11 14 19 24 39,Sí,,No,hasta 300,Primera residencia,Indiferente,Cuanto antes (hasta 3 meses)
1970,U-002204,2020-06-10,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Mostoles,Soy español o tengo nacionalidad española/ europea,Dependiente,Hasta 3 meses,52 41 2 1,Sí,Si,No,hasta 300,Primera residencia,Indiferente,Cuanto antes (hasta 3 meses)
1971,U-002205,2020-06-10,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,Tengo permiso de residencia en España,,Hasta 3 meses,48.  45.  13.  10,No,No,No,hasta 300,Primera residencia,Indiferente,En los próximos 6 meses
1972,U-002207,2020-06-11,"('España', 'Castilla y León')","('España', 'Castilla y León')",Segovia,Soy español o tengo nacionalidad española/ europea,Comercial,Hasta 3 meses,30 30,Sí,Si,No,hasta 450,Primera residencia,Indiferente,Cuanto antes (hasta 3 meses)
1973,U-002208,2020-06-11,"('España', 'Andalucía')","('España', 'Andalucía')",Jerez de la frontera,Soy español o tengo nacionalidad española/ europea,Albañil,Hasta 3 meses,"38, 38, 31",Sí,Si,No,hasta 300,Primera residencia,Indiferente,Cuanto antes (hasta 3 meses)
1974,U-002209,2020-06-11,"('España', 'Castilla y León')","('España', 'Castilla y León')",Valladolid,Tengo permiso de residencia en España,Psicólogo,Hasta 6 meses,41,Sí,Si,No,hasta 300,Segunda residencia,Indiferente,Cuanto antes (hasta 3 meses)
1975,U-002210,2020-06-11,"('España', 'Euskadi')","('España', 'Euskadi')",Vitoria,Tengo permiso de residencia en España,Cuidar ancianos,No dispongo de autonomía económica en estos momentos,"43, 12, 3",No,Si,No,hasta 300,Segunda residencia,Indiferente,En los próximos 6 meses
1976,U-002211,2020-06-11,"('España', 'Canarias')","('España', 'Canarias')",Las palmas de gran canaria,Soy español o tengo nacionalidad española/ europea,Hostelero,Hasta 6 meses,36,No,Si,No,hasta 300,Primera residencia,Indiferente,En los próximos 6 meses
1977,U-002212,2020-06-12,"('España', 'Castilla y León')","('España', 'Castilla y León')",Burgos,Soy español o tengo nacionalidad española/ europea,Conductor,"Dispongo de capacidad económica regular (jubilado, trabajo a distancia, trabajo fijo...)",Esposa 30,Sí,No,No,hasta 300,Primera residencia,Indiferente,Cuanto antes (hasta 3 meses)
1978,U-002213,2020-06-12,"('España', 'Comunitat Valenciana')","('España', 'Comunitat Valenciana')",Crevillente,Soy español o tengo nacionalidad española/ europea,Estudiante,Hasta 6 meses,35 9,Sí,Si,No,hasta 300,Primera residencia,Indiferente,En los próximos 6 meses
1979,U-002214,2020-06-12,"('España', '08001')","('España', '08001')",Barcelona,Tengo permiso de residencia en España,Cuidar ancianos,Hasta 3 meses,42 35 10 8,No,Si,No,hasta 600,Primera residencia,Indiferente,Cuanto antes (hasta 3 meses)
1980,U-002215,2020-06-12,"('España', '07710')","('España', '07710')",Sant lluis,Soy español o tengo nacionalidad española/ europea,Desempleado,No dispongo de autonomía económica en estos momentos,53 y 50,Sí,Si,No,hasta 300,Primera residencia,Indiferente,Cuanto antes (hasta 3 meses)
1981,U-002216,2020-06-12,"('España', 'Galicia')","('España', 'Galicia')","A Cañiza, Pontevedra Galicia",Tengo permiso de residencia en España,Enfermero,"Dispongo de capacidad económica regular (jubilado, trabajo a distancia, trabajo fijo...)",50,No,Si,No,hasta 300,Primera residencia,Indiferente,Cuanto antes (hasta 3 meses)
1982,U-002217,2020-06-12,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Alcobendas,Soy español o tengo nacionalidad española/ europea,Hostelero,Hasta 3 meses,"36, 41",Sí,Si,No,hasta 300,Primera residencia,Indiferente,En los próximos 6 meses
1983,U-002218,2020-06-12,"('España', '28794')","('España', '28794')",Guadalix de la Sierra,Soy español o tengo nacionalidad española/ europea,Informático,"Dispongo de capacidad económica regular (jubilado, trabajo a distancia, trabajo fijo...)","38,37,16",Sí,Si,No,hasta 600,Primera residencia,Indiferente,Cuanto antes (hasta 3 meses)
1984,U-002219,2020-06-12,"('España', 'Andalucía')","('España', 'Andalucía')",Sevilla,Soy español o tengo nacionalidad española/ europea,Cocinero,Hasta 6 meses,59 - 57 - 42 - 27 casi 28,No,No,No,hasta 300,Primera residencia,Indiferente,Cuanto antes (hasta 3 meses)
1985,U-002220,2020-06-12,"('España', '08001')","('España', '08001')",Barcelona,No estoy en ninguna de estas situaciones,Médico,Más de 12 meses,34 28 12 10  3,No,No,No,hasta 450,Primera residencia,Indiferente,Cuanto antes (hasta 3 meses)
1986,U-002221,2020-06-12,"('España', 'Comunitat Valenciana')","('España', 'Comunitat Valenciana')",Valencia/València,Soy español o tengo nacionalidad española/ europea,Albañil,No dispongo de autonomía económica en estos momentos,51 22,Sí,Si,No,hasta 300,Primera residencia,Indiferente,Cuanto antes (hasta 3 meses)
1987,U-002222,2020-06-12,"('España', 'Euskadi')","('España', 'Euskadi')",Bilbao,Soy español o tengo nacionalidad española/ europea,Desempleado,No dispongo de autonomía económica en estos momentos,21 17 15 52 42,No,Si,No,,Segunda residencia,Indiferente,Cuanto antes (hasta 3 meses)
1988,U-002223,2020-06-12,"('España', '46430')","('España', '46430')",Sollana,Soy español o tengo nacionalidad española/ europea,Limpieza,No dispongo de autonomía económica en estos momentos,30 30,No,Si,No,hasta 300,Primera residencia,Indiferente,Cuanto antes (hasta 3 meses)
1989,U-002224,2020-06-12,"('España', '03600')","('España', '03600')",Elda,Tengo permiso de residencia en España,Limpieza,No dispongo de autonomía económica en estos momentos,30 30,No,Si,No,hasta 300,Primera residencia,Indiferente,Más de 6 meses
1990,U-002225,2020-06-12,"('España', 'Comunitat Valenciana')","('España', 'Comunitat Valenciana')",Sedavi,Soy español o tengo nacionalidad española/ europea,Conductor,Más de 12 meses,25,Sí,Si,No,hasta 300,Segunda residencia,Indiferente,En los próximos 6 meses
1991,U-002226,2020-06-12,"('España', '25230')","('España', '25230')","Mollerussa, Lleida",Tengo permiso de residencia en España,Médico,Hasta 6 meses,33 31 6,Sí,Si,No,hasta 450,Primera residencia,Indiferente,Más de 6 meses
1992,U-002227,2020-06-13,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,Soy español o tengo nacionalidad española/ europea,Profesor,Hasta 3 meses,2,Sí,Si,No,hasta 300,Primera residencia,Indiferente,Cuanto antes (hasta 3 meses)
1993,U-002228,2020-06-13,"('España', 'Andalucía')","('España', 'Andalucía')",Cadiz,Tengo permiso de residencia en España,Dependiente,No dispongo de autonomía económica en estos momentos,54,Sí,Si,No,hasta 300,Primera residencia,Indiferente,En los próximos 6 meses
1994,U-002229,2020-06-13,"('España', '08001')","('España', '08001')",Barcelona,Soy español o tengo nacionalidad española/ europea,Dependiente,Hasta 6 meses,54,No,Si,No,hasta 300,Primera residencia,Indiferente,Cuanto antes (hasta 3 meses)
1995,U-002230,2020-06-13,"('España', 'Castilla-La Mancha')","('España', 'Castilla-La Mancha')",Toledo,Situación de protección internacional o asilo,Cuidar ancianos,No dispongo de autonomía económica en estos momentos,28 35,Sí,Si,No,hasta 300,Segunda residencia,Indiferente,Cuanto antes (hasta 3 meses)
1996,U-002231,2020-06-13,"('España', 'Extremadura')","('España', 'Extremadura')",Caceres,Tengo permiso de residencia en España,Autónomo,No dispongo de autonomía económica en estos momentos,28 38 47 1,Sí,Si,No,hasta 300,Primera residencia,Indiferente,Cuanto antes (hasta 3 meses)
1997,U-002232,2020-06-13,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,Soy español o tengo nacionalidad española/ europea,Transportista,"Dispongo de capacidad económica regular (jubilado, trabajo a distancia, trabajo fijo...)","madre 58, hija 39, nieta 10",Sí,Si,No,hasta 300,Primera residencia,Indiferente,Cuanto antes (hasta 3 meses)
1998,U-002233,2020-06-13,"('España', '31500')","('España', '31500')",Tudela,Soy español o tengo nacionalidad española/ europea,Peluquería,Hasta 3 meses,"39 yo, 9 mi hija, 58 mi madre",Sí,No,No,hasta 300,Primera residencia,Indiferente,En los próximos 6 meses
1999,U-002234,2020-06-13,"('España', 'Galicia')","('España', 'Galicia')",Lugo,Situación de protección internacional o asilo,Conductor,Hasta 3 meses,37,No,No,No,hasta 300,Primera residencia,Indiferente,Cuanto antes (hasta 3 meses)
2000,U-002235,2020-06-14,"('España', '45220')","('España', '45220')",Yeles,Soy español o tengo nacionalidad española/ europea,Conductor,No dispongo de autonomía económica en estos momentos,"42, 45, 10, 5, 8",Sí,No,No,hasta 300,Primera residencia,Indiferente,En los próximos 6 meses
2001,U-002236,2020-06-14,"('España', 'Catalunya')","('España', 'Catalunya')",Gerona,Tengo permiso de residencia en España,Veterinario,Hasta 6 meses,21 27,Sí,Si,No,hasta 450,Primera residencia,Indiferente,Cuanto antes (hasta 3 meses)
2002,U-002237,2020-06-14,"('España', 'Aragón')","('España', 'Aragón')",Zaragoza,Situación de protección internacional o asilo,Conductor,No dispongo de autonomía económica en estos momentos,42 48 6,No,Si,No,,Segunda residencia,Indiferente,Cuanto antes (hasta 3 meses)
2003,U-002238,2020-06-14,España,Cádiz,jerez de la frontera,Soy español o tengo nacionalidad española/ europea,Trabajo de campo,No dispongo de autonomía económica en estos momentos,"36,35 8 ,8 y 12 años",Sí,Si,Si,Hasta 300€,Primera residencia,Indiferente,Cuanto antes (hasta 3 meses)
2004,U-002239,2020-06-14,"('España', 'Aragón')","('España', 'Aragón')",Zaragoza,Situación de protección internacional o asilo,Comercial,No dispongo de autonomía económica en estos momentos,37 37 25  09 06,No,Si,No,hasta 300,Segunda residencia,Indiferente,Cuanto antes (hasta 3 meses)
2005,U-002240,2020-06-14,"('España', 'Castilla y León')","('España', 'Castilla y León')",Soria,Soy español o tengo nacionalidad española/ europea,Desempleado,Más de 12 meses,"41, 18,12,10",Sí,Si,No,hasta 300,Primera residencia,Indiferente,Más de 6 meses
2006,U-002243,2020-06-14,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,Tengo permiso de residencia en España,Logística de transportes,Hasta 3 meses,42,Sí,Si,No,hasta 300,Primera residencia,Indiferente,Cuanto antes (hasta 3 meses)
2007,U-002244,2020-06-14,"('España', '35560')","('España', '35560')",Tinajo,Soy español o tengo nacionalidad española/ europea,Conductor,Más de 12 meses,41 41 14 11 3,Sí,Si,No,hasta 450,Primera residencia,Indiferente,En los próximos 6 meses
2008,U-002245,2020-06-14,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,Soy español o tengo nacionalidad española/ europea,Seguridad,No dispongo de autonomía económica en estos momentos,26  27,No,Si,No,hasta 300,Primera residencia,Indiferente,En los próximos 6 meses
2009,U-002246,2020-06-24,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,Soy español o tengo nacionalidad española/ europea,Autónomo,"Dispongo de capacidad económica regular (jubilado, trabajo a distancia, trabajo fijo...)",8 años,Sí,,No,hasta 600,Primera residencia,Indiferente,En los próximos 6 meses
2010,U-002247,2020-06-24,"('España', 'Comunitat Valenciana')","('España', 'Comunitat Valenciana')",Benidorm,Tengo permiso de residencia en España,Cocinero,Hasta 3 meses,"13, 16",Sí,,No,hasta 300,Primera residencia,Indiferente,En los próximos 6 meses
2011,U-002248,2020-06-24,"('España', '45950')","('España', '45950')",Casarrubios del monte,Soy español o tengo nacionalidad española/ europea,Electricista,"Dispongo de capacidad económica regular (jubilado, trabajo a distancia, trabajo fijo...)",,Sí,,Si,hasta 300,Primera residencia,Indiferente,Cuanto antes (hasta 3 meses)
2012,U-002249,2020-06-24,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,Soy español o tengo nacionalidad española/ europea,Técnico,Hasta 3 meses,,Sí,,Si,hasta 300,Primera residencia,Indiferente,Cuanto antes (hasta 3 meses)
2013,U-002250,2020-06-24,España,Ninguna,San isidro (Canarias),Soy español o tengo nacionalidad española/ europea,Gestor administrativo,Más de 12 meses,,Sí,,No,hasta 450,Primera residencia,Indiferente,Más de 6 meses
2014,U-002252,2020-06-24,"('España', 'Comunitat Valenciana')","('España', 'Comunitat Valenciana')",Torrent,Soy español o tengo nacionalidad española/ europea,Hostelero,No dispongo de autonomía económica en estos momentos,,Sí,,No,hasta 300,Primera residencia,Indiferente,Más de 6 meses
2015,U-002253,2020-06-24,"('España', 'Asturias / Asturies')","('España', 'Asturias / Asturies')",Avilés,Soy español o tengo nacionalidad española/ europea,Conductor,Más de 12 meses,,Sí,Si,No,hasta 300,Primera residencia,Pueblos de Palencia,Cuanto antes (hasta 3 meses)
2016,U-002257,2020-06-24,"('España', '23320')","('España', '23320')",Torreperogil,Soy español o tengo nacionalidad española/ europea,Mecánico,"Dispongo de capacidad económica regular (jubilado, trabajo a distancia, trabajo fijo...)",,Sí,,No,hasta 300,Primera residencia,Indiferente,Cuanto antes (hasta 3 meses)
2017,U-002258,2020-06-24,"('España', 'Illes Balears')","('España', 'Illes Balears')",Palma de Mallorca,Soy español o tengo nacionalidad española/ europea,Conductor,Hasta 12 meses,,Sí,,No,hasta 450,Primera residencia,Indiferente,En los próximos 6 meses
