,id,fecha,pais_de_residencia,provincia_de_espana,ciudad_residencia,situacion_en_espana,profesion,autonomia_economica,familia_edades,coche_propio,carnet_coche,mascota,presupuesto_alquiler,primera_segunda_vivienda,zona_interes,predisposicion_pueblo,numero_familiares,sector_servicios,sector_industria,sector_construccion,sector_agricultura_ganaderia_pesca,Otros,nan_filas
3398,U-003711,2020-09-21,España,Comunitat Valenciana,Elche,No estoy en ninguna de esas situaciones,Limpieza,6 meses,"27,07",No,No,No,Hasta 300€,Primera residencia,Indiferente,3 meses,2,0,0,0,0,0,0
3399,U-003712,2020-09-21,España,Valencia,Vilamarxant,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Veterinario,3 meses,"33,25,2,5,0,3",Si,Si,No,Hasta 300€,Primera residencia,Pueblos de Galicia,3 meses,6,1,0,0,0,0,0
3400,U-003713,2020-09-22,España,Aragón,Zaragoza,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Empresario,3 meses,"45,41,4",Si,Si,No,Hasta 450€,Primera residencia,Pueblos de Zaragoza-Huesca,Aún me lo estoy pensando,3,1,0,0,0,0,0
3401,U-003714,2020-09-22,Latino América,Ninguna,cordoba-argentina,No estoy en ninguna de esas situaciones,Administrativo,3 meses,"30,22",No,Si,No,Hasta 300€,Segunda residencia,Pueblos de Soria,Aún me lo estoy pensando,2,0,0,0,0,0,0
3402,U-003715,2020-09-22,España,Andalucía,Marbella,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Conductor,3 meses,"7,37,44",No,Si,No,Hasta 450€,Primera residencia,Pueblos de Galicia,3 meses,3,1,0,0,0,0,0
3403,U-003716,2020-09-22,España,Andalucía,Mancha real,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,3 meses,54,No,No,No,Hasta 300€,Primera residencia,Indiferente,3 meses,1,0,0,0,0,0,0
3404,U-003717,2020-09-22,España,Madrid,MADRID,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Profesor,3 meses,56,No,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,3 meses,1,0,0,0,0,0,0
3405,U-003718,2020-09-22,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,6 meses,30,Si,Si,No,Hasta 450€,Primera residencia,Indiferente,Aún me lo estoy pensando,1,0,0,0,0,0,0
3406,U-003720,2020-09-22,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,3 meses,"39,33,20,09,07",No,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,3 meses,5,0,0,0,0,0,0
3407,U-003721,2020-09-22,España,Madrid,MADRID,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Economista,3 meses,"48,55,13",Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses,3,1,0,0,0,0,0
3408,U-003722,2020-09-22,Latino América,Ninguna,Machala,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Profesor de Universidad,3 meses,"45,40,10",No,Si,No,Hasta 300€,Segunda residencia,Indiferente,3 meses,3,1,0,0,0,0,0
3409,U-003723,2020-09-22,España,Cataluña,Girona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Vigilante,6 meses,37,No,Si,No,Hasta 300€,Primera residencia,Pueblos de Soria,3 meses,1,1,0,0,0,0,0
3410,U-003724,2020-09-22,Latino América,Ninguna,Río Tercero,No estoy en ninguna de esas situaciones,Psicólogo,6 meses,"33,32,14,1",Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,3 meses,4,0,0,0,0,0,0
3411,U-003725,2020-09-22,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Periodista,Más de 1 año,"54,47,4",Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses,3,0,0,0,0,0,0
3412,U-003726,2020-09-22,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,3 meses,"10,13,34,40",No,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,3 meses,4,0,0,0,0,0,0
3413,U-003727,2020-09-22,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Fotógrafo,3 meses,"25,34",No,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,3 meses,2,1,0,0,0,0,0
3414,U-003728,2020-09-22,Latino América,Ninguna,ciudad de mexico,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,3 meses,27,No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,1,1,0,0,0,0,0
3415,U-003729,2020-09-23,España,Canarias,Adeje tenerife,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Albañil,3 meses,"37,26",Si,No,No,Hasta 450€,Primera residencia,Pueblos de Burgos,3 meses,2,0,0,1,0,0,0
3416,U-003730,2020-09-23,Latino América,Ninguna,BS as,No estoy en ninguna de esas situaciones,Policia,3 meses,"8,14,37,41",Si,Si,No,Hasta 300€,Primera residencia,Pueblos de Zaragoza-Huesca,3 meses,4,0,0,0,0,1,0
3417,U-003731,2020-09-23,España,Barcelona,Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Esteticista,3 meses,"40,38,20,14,14",Si,Si,No,Hasta 300€,Primera residencia,Pueblos de Galicia,Aún me lo estoy pensando,5,1,0,0,0,0,0
3418,U-003733,2020-09-23,España,Madrid,madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,3 meses,41,No,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,3 meses,1,0,0,0,0,0,0
3419,U-003734,2020-09-23,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Biólogo ambiental,6 meses,"41,45,9,3,3",Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando,5,0,0,0,0,0,0
3420,U-003735,2020-09-23,España,Barcelona,Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Ferroviario,3 meses,"32,28",Si,Si,No,Hasta 450€,Primera residencia,Pueblos de Zaragoza-Huesca,Aún me lo estoy pensando,2,0,1,0,0,0,0
3421,U-003736,2020-09-23,España,Comunitat Valenciana,Valencia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Profesor,3 meses,49,No,Si,No,Hasta 300€,Primera residencia,Pueblos de Galicia,3 meses,1,0,0,0,0,0,0
3422,U-003737,2020-09-23,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Técnico,1 año,"25,50,51,30",Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,3 meses,4,0,1,0,0,0,0
3423,U-003738,2020-09-23,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Maestro,1 año,"43,42,12,9",Si,Si,No,Hasta 600€,Primera residencia,Sierra norte de Madrid,6 meses,4,1,0,0,0,0,0
3424,U-003739,2020-09-23,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Conductor,3 meses,"37,38",Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando,2,1,0,0,0,0,0
3425,U-003740,2020-09-23,España,Madrid,Guadarrama,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Abogado,Más de 1 año,"45,47,10,6",Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando,4,1,0,0,0,0,0
3426,U-003741,2020-09-24,España,Comunitat Valenciana,Valencia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,3 meses,"29,21",No,No,No,Hasta 300€,Segunda residencia,Pueblos de Zaragoza-Huesca,Aún me lo estoy pensando,2,0,0,0,0,0,0
3427,U-003742,2020-09-24,España,Canarias,Santa cruz de tenerife,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Albañil,Más de 1 año,"52,29,3,1",No,No,No,Hasta 300€,Primera residencia,Indiferente,3 meses,4,0,0,1,0,0,0
3428,U-003743,2020-09-24,España,La Rioja,La rioja,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Agente de viajes,3 meses,"31,30,2",No,Si,No,Hasta 300€,Segunda residencia,Pueblos de Burgos,3 meses,3,1,0,0,0,0,0
