,id,fecha,pais_de_residencia,provincia_de_espana,ciudad_residencia,situacion_en_espana,profesion,autonomia_economica,familia_edades,coche_propio,carnet_coche,mascota,presupuesto_alquiler,primera_segunda_vivienda,zona_interes,predisposicion_pueblo,numero_familiares,sector_servicios,sector_industria,sector_construccion,sector_agricultura_ganaderia_pesca,Otros,nan_filas
5088,U-005744,2021-10-12,España,Madrid,Cubas de la Sagra,No estoy en ninguna de esas situaciones,Atención al cliente,3 meses,21,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,1,0,0,0,0,0,0
5089,U-005745,2021-10-12,España,Jaén,Martos,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Peón,,"43,37,12,9,7",Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes,5,0,0,0,0,0,1
5090,U-005746,2021-10-12,España,Murcia,Yecla,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Panadero,,"44,40,7,2,0",Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Burgos,6 meses,5,0,0,0,0,0,1
5091,U-005747,2021-10-12,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,3 meses,0,No,No,No,Hasta 300€,Primera residencia,Indiferente,3 meses,1,0,0,0,0,0,0
5092,U-005748,2021-10-12,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Trabajador social,3 meses,28,Si,Si,No,Hasta 600€,Primera residencia,Sierra norte de Madrid,1 mes,1,1,0,0,0,0,0
5093,U-005749,2021-10-12,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Informático,,"41,40",Si,Si,No,Hasta 450€,Primera residencia,Pueblos de Palencia,6 meses,2,1,0,0,0,0,1
5094,U-005750,2021-10-13,España,Santa Cruz de Tenerife,El Paso,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Mozo almacén,1 año,"29,1",Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,3 meses,2,0,0,0,0,0,0
5095,U-005752,2021-10-13,España,Zaragoza,Zaragoza,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cuidar ancianos,3 meses,,No,No,No,Hasta 300€,Primera residencia,Indiferente,6 meses,1,0,0,0,0,0,0
5096,U-005753,2021-10-13,España,Santa Cruz de Tenerife,La palma,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Autónomo,6 meses,"33,12,5",Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,3,0,0,0,0,0,0
5097,U-005754,2021-10-13,España,Madrid,Italia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Camarero,,"35,33,3",No,Si,Si,Hasta 600€,Primera residencia,Sierra norte de Madrid,3 meses,3,1,0,0,0,0,1
5098,U-005755,2021-10-13,España,Madrid,Parla,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Mozo almacén,3 meses,"30,21",Si,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,3 meses,2,0,0,0,0,0,0
5099,U-005756,2021-10-13,España,Huelva,Huelva,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,3 meses,"25,25",No,No,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,2,0,0,0,0,0,0
5100,U-005757,2021-10-13,España,Baleares,Maó,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Técnico,6 meses,"56,46,10",Si,Si,No,Hasta 450€,Primera residencia,Indiferente,1 mes,3,0,1,0,0,0,0
5101,U-005758,2021-10-13,Latino América,Ninguna,Quito,No estoy en ninguna de esas situaciones,Maestro de Educación Primaria,3 meses,"50,39,15,12,9",Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,5,1,0,0,0,0,0
5102,U-005759,2021-10-13,España,Santa Cruz de Tenerife,Los llanos de aridane isla la palma,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Conductor,3 meses,"4,9,12,38,43,71,72",Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,3 meses,7,1,0,0,0,0,0
5103,U-005760,2021-10-13,España,Madrid,Aranjuez,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Seguridad,,53,No,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,1,1,0,0,0,0,1
5104,U-005761,2021-10-13,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,3 meses,,No,No,No,Hasta 300€,Primera residencia,Indiferente,6 meses,1,0,0,0,0,0,0
5105,U-005762,2021-10-14,España,Madrid,Pradena del Rincon,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Bombero forestal,6 meses,9,Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando,1,0,0,0,0,1,0
5106,U-005763,2021-10-14,España,Las Palmas,Las Palmas de Gran Canárias,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Esteticista,6 meses,"40,40,9",Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Burgos,6 meses,3,1,0,0,0,0,0
5107,U-005764,2021-10-14,España,Cádiz,La linea de la Concepción,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Mecánico,3 meses,"3,5,6,13,15,18,43,44",Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,8,0,1,0,0,0,0
5108,U-005765,2021-10-14,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,3 meses,"14,48,46,30",No,No,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes,4,0,0,0,0,0,0
5109,U-005766,2021-10-14,España,Baleares,Palma,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Autónomo,6 meses,"34,1,1",Si,Si,Si,Hasta 600€,Primera residencia,Pueblos de Burgos,Aún me lo estoy pensando,3,0,0,0,0,0,0
5110,U-005767,2021-10-14,España,Valencia,Pedralba,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,,0,Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Cuenca,6 meses,1,0,0,0,0,0,1
5111,U-005768,2021-10-14,España,Las Palmas,Las Palmas de Gran Canaria,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Esteticista,6 meses,"40,40,9",Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,3,1,0,0,0,0,0
5112,U-005769,2021-10-14,Latino América,Ninguna,San Miguel de Tucumán,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Militar,3 meses,,No,No,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses,1,0,0,0,0,1,0
5113,U-005770,2021-10-14,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Mantenimiento,Más de 1 año,"42,38,2",Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando,3,1,0,0,0,0,0
5114,U-005771,2021-10-14,España,Alicante,Benidorm,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Limpieza,3 meses,"31,30,2",No,No,Si,Hasta 450€,Primera residencia,Pueblos de Burgos,6 meses,3,0,0,0,0,0,0
5115,U-005772,2021-10-15,España,Granada,Granada,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,Más de 1 año,38,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,1 mes,1,0,0,0,0,0,0
5116,U-005773,2021-10-15,España,Gipuzkoa,San Sebastián,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Carnicero,3 meses,"39,32,30,13,2",Si,Si,No,Hasta 450€,Primera residencia,Pueblos de Zaragoza,6 meses,5,0,0,0,0,0,0
5117,U-005774,2021-10-15,España,Madrid,Fuenlabrada,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,Más de 1 año,"1,3,33",Si,Si,No,Hasta 450€,Primera residencia,Indiferente,6 meses,3,0,0,0,0,0,0
5118,U-005775,2021-10-15,España,Alicante,Benidorm,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Camarero,3 meses,"30,31,2",No,No,Si,Hasta 450€,Primera residencia,Indiferente,6 meses,3,1,0,0,0,0,0
5119,U-005776,2021-10-15,España,Gipuzkoa,Urruetxo,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cuidar ancianos,,"71,45,7",Si,Si,No,Hasta 300€,Primera residencia,Indiferente,1 mes,3,0,0,0,0,0,1
5120,U-005777,2021-10-15,España,Barcelona,Polinya,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Contable,Más de 1 año,"44,41,13,11,2",Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,1 mes,5,0,0,0,0,0,0
5121,U-005778,2021-10-15,Latino América,Ninguna,Barinas estado Barinas,No estoy en ninguna de esas situaciones,Administrativo,6 meses,"46,42,14",Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,6 meses,3,0,0,0,0,0,0
5122,U-005779,2021-10-15,España,Madrid,Fuenlabrada,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,,"49,18,17",Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,3 meses,3,0,0,0,0,0,1
5123,U-005780,2021-10-15,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Empleado del hogar,Más de 1 año,35,Si,Si,No,Más de 600€,Primera residencia,Indiferente,6 meses,1,1,0,0,0,0,0
5124,U-005781,2021-10-16,Latino América,Ninguna,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Panadero,3 meses,"60,33,01",No,No,No,Hasta 600€,Primera residencia,Sierra norte de Madrid,3 meses,3,0,0,0,0,0,0
5125,U-005782,2021-10-16,Latino América,Ninguna,Quito,No estoy en ninguna de esas situaciones,Trabajador social,,"38,25,1",No,Si,No,Hasta 300€,Primera residencia,Pueblos de Zaragoza,6 meses,3,1,0,0,0,0,1
5126,U-005783,2021-10-16,España,Sevilla,Utrera,No estoy en ninguna de esas situaciones,Otro,,42,Si,Si,No,Hasta 300€,Segunda residencia,Pueblos de Jaén,Aún me lo estoy pensando,1,0,0,0,0,0,1
5127,U-005784,2021-10-16,Resto de Europa (dentro de UE),Ninguna,Lisboa,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Logística de transportes,Más de 1 año,"9,47",Si,Si,No,Hasta 600€,Primera residencia,Indiferente,1 mes,2,0,1,0,0,0,0
5128,U-005785,2021-10-16,España,Tarragona,San Carlos de la Rapita,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cuidar ancianos,Más de 1 año,"72,60",Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Cuenca,Aún me lo estoy pensando,2,0,0,0,0,0,0
5129,U-005786,2021-10-16,España,Alicante,alicante,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Fisioterapeuta,,"3,5,8,35",No,No,No,Hasta 300€,Primera residencia,Indiferente,1 mes,4,1,0,0,0,0,1
5130,U-005787,2021-10-16,España,Salamanca,Salamanca,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Camarero,6 meses,"26,25",Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Zaragoza,6 meses,2,1,0,0,0,0,0
5131,U-005788,2021-10-16,España,Sevilla,Sevilla,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Diseñador grafico,3 meses,"39,37,3",Si,Si,No,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando,3,1,0,0,0,0,0
5132,U-005789,2021-10-17,España,Madrid,Parla,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,,"35,30",No,No,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando,2,1,0,0,0,0,1
5133,U-005790,2021-10-17,Otro,Ninguna,Cuba,No estoy en ninguna de esas situaciones,Atención al cliente,3 meses,"3,13,36,38,60,59,91",No,Si,No,Hasta 450€,Primera residencia,Indiferente,6 meses,7,0,0,0,0,0,0
5134,U-005791,2021-10-17,Latino América,Ninguna,argentina,No estoy en ninguna de esas situaciones,Electricista,Más de 1 año,"27,24,3",No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,3,0,0,1,0,0,0
5135,U-005792,2021-10-17,España,Madrid,Getafe,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,3 meses,47,No,No,No,Hasta 300€,Primera residencia,Indiferente,1 mes,1,0,0,0,0,0,0
5136,U-005794,2021-10-17,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Coordinador,,"50,40,10",Si,Si,Si,Más de 600€,Segunda residencia,Sierra norte de Madrid,Aún me lo estoy pensando,3,1,0,0,0,0,1
5137,U-005795,2021-10-17,Latino América,Ninguna,Pergamino,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Abogado,Más de 1 año,"46,12,10,7",Si,Si,Si,Más de 600€,Primera residencia,Indiferente,6 meses,4,1,0,0,0,0,0
5138,U-005796,2021-10-17,España,Baleares,Baleares Santanyi,No estoy en ninguna de esas situaciones,Albañil,3 meses,"56,40,5",Si,Si,No,Hasta 300€,Primera residencia,Indiferente,1 mes,3,0,0,1,0,0,0
5139,U-005797,2021-10-17,España,Gipuzkoa,San Sebastian,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Seguridad,1 año,"54,34,34,25",Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes,4,1,0,0,0,0,0
5140,U-005798,2021-10-17,España,Badajoz,Valle de Santa Ana,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,3 meses,"33,35",No,No,No,Hasta 300€,Primera residencia,Indiferente,1 mes,2,0,0,0,0,0,0
5141,U-005799,2021-10-17,España,Santa Cruz de Tenerife,Tenerife,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Albañil,,"18,18,60,30,32",No,No,Si,Hasta 300€,Primera residencia,Indiferente,1 mes,5,0,0,1,0,0,1
5142,U-005800,2021-10-17,Otro,Ninguna,Habana,No estoy en ninguna de esas situaciones,Pastelero,Más de 1 año,"43,39,13,11",No,No,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,4,1,0,0,0,0,0
5143,U-005801,2021-10-17,Latino América,Ninguna,Barcelona,No estoy en ninguna de esas situaciones,Veterinario,,"3,36,37",No,Si,Si,Hasta 300€,Primera residencia,Pueblos de Jaén,6 meses,3,1,0,0,0,0,1
5144,U-005802,2021-10-17,España,Madrid,Zaragoza,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,1 año,40,No,No,No,Hasta 300€,Primera residencia,Pueblos de Zaragoza,6 meses,1,0,0,0,0,0,0
5145,U-005803,2021-10-17,Latino América,Ninguna,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Hostelero,3 meses,"49,3",Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,6 meses,2,1,0,0,0,0,0
5146,U-005804,2021-10-18,España,Zaragoza,Zaragoza,No estoy en ninguna de esas situaciones,Operario,,"0,4,7,30,39",Si,Si,No,Hasta 300€,Primera residencia,Pueblos de Zaragoza,1 mes,5,0,0,1,0,0,1
5147,U-005805,2021-10-18,España,Barcelona,Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Peluquería,Más de 1 año,46,No,No,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,1,1,0,0,0,0,0
5148,U-005806,2021-10-18,España,Madrid,Madrid,No estoy en ninguna de esas situaciones,Logística de transportes,6 meses,"20,23",Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,2,0,1,0,0,0,0
5149,U-005807,2021-10-18,España,Toledo,Toledo,No estoy en ninguna de esas situaciones,Fontanero,Más de 1 año,"33,28,13,1",Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando,4,0,0,1,0,0,0
5150,U-005808,2021-10-18,España,Segovia,CUELLAR,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Conductor,,"50,42",Si,Si,No,Hasta 300€,Primera residencia,Pueblos de Segovia,3 meses,2,1,0,0,0,0,1
5151,U-005809,2021-10-18,Latino América,Ninguna,"Bucaramanga,santander, Colombia",No estoy en ninguna de esas situaciones,Atención al cliente,3 meses,"38,37,9,6",No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,4,0,0,0,0,0,0
5152,U-005810,2021-10-18,España,Madrid,Madrid,No estoy en ninguna de esas situaciones,Albañil,6 meses,"33,11,7",No,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,3,0,0,1,0,0,0
5153,U-005811,2021-10-18,España,Sevilla,SEVILLA,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Gestor administrativo,3 meses,52,No,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes,1,1,0,0,0,0,0
5154,U-005812,2021-10-18,España,Alicante,Denia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Atención al cliente,6 meses,"29,19,10",No,No,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,3,0,0,0,0,0,0
5155,U-005813,2021-10-18,Otro,Ninguna,La Habana cuba,No estoy en ninguna de esas situaciones,Médico,1 año,"7,2",No,No,No,Hasta 300€,Primera residencia,Pueblos de Zaragoza,6 meses,2,0,0,0,0,0,0
5156,U-005814,2021-10-18,Latino América,Ninguna,ciudad automona de buenos aires,No estoy en ninguna de esas situaciones,Contable,1 año,"39,30,7,5",No,Si,Si,Hasta 450€,Primera residencia,Indiferente,6 meses,4,0,0,0,0,0,0
5157,U-005815,2021-10-18,España,Madrid,Collado Villalba,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,6 meses,10,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando,1,0,0,0,0,0,0
5158,U-005816,2021-10-19,España,Las Palmas,Las palmas de gran canaria,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Dependiente,1 año,"47,44,2",Si,Si,Si,Hasta 450€,Primera residencia,Pueblos de Zaragoza,3 meses,3,1,0,0,0,0,0
5159,U-005817,2021-10-19,España,Madrid,Alcala De Henares,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Electricista,1 año,"34,33",Si,Si,No,Hasta 450€,Primera residencia,Indiferente,3 meses,2,0,0,1,0,0,0
5160,U-005818,2021-10-19,España,Madrid,Leganés,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,3 meses,"44,42,5",Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,1 mes,3,0,0,0,0,0,0
5161,U-005819,2021-10-19,Otro,Ninguna,Funjirola,No estoy en ninguna de esas situaciones,Albañil,1 año,"16,11,9,6,34",Si,Si,Si,Hasta 600€,Primera residencia,Sierra norte de Madrid,6 meses,5,0,0,1,0,0,0
5162,U-005821,2021-10-19,España,Badajoz,Badajoz,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Albañil,6 meses,"35,34,6,0",Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes,4,0,0,1,0,0,0
5163,U-005822,2021-10-19,España,Madrid,Humanes de Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Jubilado,,66,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,1 mes,1,0,0,0,0,1,1
5164,U-005823,2021-10-19,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,3 meses,44,Si,Si,Si,Hasta 600€,Primera residencia,Sierra norte de Madrid,6 meses,1,0,0,0,0,0,0
5165,U-005824,2021-10-19,España,Málaga,Marbella,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Albañil,,"59,55",Si,Si,Si,Hasta 450€,Primera residencia,Pueblos de Jaén,6 meses,2,0,0,1,0,0,1
5166,U-005825,2021-10-19,España,Madrid,madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Atención al cliente,1 año,"32,28,9,3",No,No,No,Hasta 300€,Primera residencia,Indiferente,1 mes,4,0,0,0,0,0,0
5167,U-005826,2021-10-19,España,Castellón,Vinaros,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,6 meses,"58,42,22,15,12,8",Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,3 meses,6,0,0,0,0,0,0
5168,U-005827,2021-10-19,España,A Coruña,Santiago de Compostela,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Auxiliar,6 meses,,Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Jaén,1 mes,1,0,0,0,0,0,0
5169,U-005829,2021-10-19,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,,"50,50,13",Si,Si,Si,Hasta 600€,Primera residencia,Sierra norte de Madrid,6 meses,3,0,0,0,0,0,1
5170,U-005830,2021-10-19,España,Ávila,Ávila,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Sanitario,3 meses,"38,33,7,3",No,Si,No,Hasta 450€,Primera residencia,Pueblos de Jaén,1 mes,4,0,0,0,0,0,0
5171,U-005831,2021-10-19,España,Alicante,Petrer,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,Más de 1 año,"42,49",Si,Si,No,Hasta 300€,Primera residencia,Pueblos de Burgos,1 mes,2,1,0,0,0,0,0
5172,U-005832,2021-10-20,Otro,Ninguna,Santiago de Cuba,No estoy en ninguna de esas situaciones,Otro,6 meses,"28,25,1",No,Si,Si,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando,3,0,0,0,0,0,0
5173,U-005833,2021-10-20,España,Valencia,Valencia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Operario,Más de 1 año,25,No,Si,No,Hasta 450€,Primera residencia,Indiferente,3 meses,1,0,0,1,0,0,0
5174,U-005834,2021-10-20,España,Toledo,Ocaña,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Soldador,Más de 1 año,"39,43,8",Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,3,0,0,0,0,0,0
5175,U-005835,2021-10-20,España,Madrid,madrid,No estoy en ninguna de esas situaciones,Policia,Más de 1 año,"12,13,33,39",No,No,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando,4,0,0,0,0,1,0
5176,U-005836,2021-10-20,Latino América,Ninguna,BOGOTA COLOMBIA,No estoy en ninguna de esas situaciones,Informático,,"29,27,1",No,Si,Si,Hasta 300€,Primera residencia,Indiferente,1 mes,3,1,0,0,0,0,1
5177,U-005837,2021-10-20,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Asesor,Más de 1 año,0,Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando,1,1,0,0,0,0,0
5178,U-005838,2021-10-20,España,Vizcaya,Galdakao,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Auxiliar,,"47,45,14",No,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando,3,0,0,0,0,0,1
5179,U-005839,2021-10-20,Latino América,Ninguna,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Diseñador grafico,3 meses,"23,30",Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,2,1,0,0,0,0,0
5180,U-005840,2021-10-20,España,Santa Cruz de Tenerife,el sauzal,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,,"18,18,30,32,59",No,No,Si,Hasta 300€,Primera residencia,Indiferente,1 mes,5,0,0,0,0,0,1
5181,U-005841,2021-10-20,España,Toledo,Toledo,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Empleado del hogar,3 meses,"37,28,10,7",No,No,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,4,1,0,0,0,0,0
5182,U-005842,2021-10-20,España,Madrid,Tres Cantos,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,Más de 1 año,"47,42",Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses,2,0,0,0,0,0,0
5183,U-005843,2021-10-21,España,Almería,Almería,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,Más de 1 año,"31,2",Si,Si,Si,Hasta 450€,Primera residencia,Pueblos de Jaén,6 meses,2,0,0,0,0,0,0
5184,U-005844,2021-10-21,Latino América,Ninguna,CALI,No estoy en ninguna de esas situaciones,Contable,6 meses,"54,50,25,18",Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,3 meses,4,0,0,0,0,0,0
5185,U-005845,2021-10-21,España,Palencia,Palencia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Peón,Más de 1 año,36,No,No,No,Hasta 300€,Segunda residencia,Pueblos de Palencia,6 meses,1,0,0,0,0,0,0
5186,U-005846,2021-10-21,España,Santa Cruz de Tenerife,Tenerife,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Fisioterapeuta,3 meses,"86,32,21",Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,6 meses,3,1,0,0,0,0,0
5187,U-005847,2021-10-21,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Atención al cliente,3 meses,11,No,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,1 mes,1,0,0,0,0,0,0
5188,U-005848,2021-10-21,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,3 meses,"30,21",No,No,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses,2,0,0,0,0,0,0
5189,U-005849,2021-10-21,España,Tarragona,Tortosa,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,Más de 1 año,"43,50,8,58",Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,1 mes,4,0,0,0,0,0,0
5190,U-005850,2021-10-21,España,Huelva,Cartaya,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Técnico,,"33,28",Si,Si,No,Hasta 600€,Primera residencia,Sierra norte de Madrid,1 mes,2,0,1,0,0,0,1
5191,U-005851,2021-10-21,España,Madrid,Alcobendas,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cuidar ancianos,Más de 1 año,"37,17,11,10,5,2",Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,1 mes,6,0,0,0,0,0,0
5192,U-005852,2021-10-21,Latino América,Ninguna,Barquisimeto,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Informático,6 meses,"48,36,7",No,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,3,1,0,0,0,0,0
5193,U-005853,2021-10-22,Latino América,Ninguna,Ninguna,No estoy en ninguna de esas situaciones,Otro,,"65,9",No,No,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,2,0,0,0,0,0,1
5194,U-005854,2021-10-22,España,Madrid,Paracuellos de Jarama,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Ingeniero,,"1,3,6,35,43,64",Si,Si,No,Hasta 600€,Primera residencia,Sierra norte de Madrid,1 mes,6,0,1,0,0,0,1
5195,U-005855,2021-10-22,España,Palencia,Brañosera (Palencia),Tengo nacionalidad española / de un país de la UE / permiso de residencia,Técnico,,"51,15",Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Palencia,6 meses,2,0,1,0,0,0,1
5196,U-005856,2021-10-22,España,Madrid,Paracuellos de Jarama,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Abogado,,"9,10,40,43,77",Si,Si,No,Hasta 600€,Primera residencia,Sierra norte de Madrid,1 mes,5,1,0,0,0,0,1
5197,U-005857,2021-10-22,España,Barcelona,Terrassa,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Transportista,6 meses,"47,11",Si,Si,Si,Hasta 450€,Primera residencia,Pueblos de Burgos,3 meses,2,0,0,0,0,0,0
