,id,fecha,pais_de_residencia,provincia_de_espana,situacion_en_espana,profesion,autonomia_economica,coche_propio,carnet_coche,mascota,presupuesto_alquiler,primera_segunda_vivienda,zona_interes,predisposicion_pueblo,numero_familiares,sector_servicios,sector_industria,sector_construccion,sector_agricultura_ganaderia_pesca,sector_otros,prov_norte,prov_sur,prov_este,prov_centro,prov_madrid,prov_fuera_espana
604,U-000700,2021-03-25,España,Cádiz,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Camarero,6 meses,Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,Aún me lo estoy pensando,3,1,0,0,0,0,0,1,0,0,0,0
605,U-000701,2021-03-25,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,3 meses,Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,1,0,0,0,0,0,0,0,0,0,1,0
606,U-000702,2021-03-25,España,Cádiz,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,3 meses,No,No,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,2,1,0,0,0,0,0,1,0,0,0,0
607,U-000703,2021-03-25,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,1 año,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,1 mes,1,0,0,0,0,0,0,0,0,0,1,0
608,U-000704,2021-03-25,España,Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,3 meses,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,1 mes,2,0,0,0,0,0,0,0,1,0,0,0
609,U-000705,2021-03-25,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,3 meses,Si,Si,Si,Más de 600€,Primera residencia,Sierra norte de Madrid,1 mes,2,0,0,0,0,0,0,0,0,0,1,0
610,U-000706,2021-03-26,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Ingeniero,3 meses,Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,1 mes,2,0,1,0,0,0,0,0,0,0,1,0
611,U-000707,2021-03-26,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,1 año,Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses,1,0,0,0,0,0,0,0,0,0,1,0
612,U-000708,2021-03-26,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Informático,3 meses,No,No,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes,3,1,0,0,0,0,0,0,0,0,0,1
613,U-000709,2021-03-27,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Técnico,3 meses,Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,3 meses,3,0,1,0,0,0,0,0,0,0,1,0
614,U-000710,2021-03-27,España,Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,3 meses,Si,Si,No,Hasta 300€,Primera residencia,Pueblos de Zaragoza,6 meses,4,0,0,0,0,0,0,0,1,0,0,0
615,U-000711,2021-03-28,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,3 meses,No,No,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,3 meses,2,0,0,0,0,0,0,0,0,0,1,0
616,U-000712,2021-03-29,Latino América,Ninguna,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Mecánico,3 meses,Si,Si,No,Hasta 600€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando,6,0,1,0,0,0,0,0,0,0,0,1
617,U-000713,2021-03-29,España,Almería,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Biólogo ambiental,6 meses,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,1,0,0,0,0,0,0,1,0,0,0,0
618,U-000714,2021-03-29,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Ingeniero,3 meses,Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,2,0,1,0,0,0,0,0,0,0,1,0
619,U-000715,2021-03-29,España,Murcia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Seguridad,6 meses,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,2,1,0,0,0,0,0,0,1,0,0,0
620,U-000718,2021-03-30,España,Alicante,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Mozo almacén,6 meses,Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Burgos,6 meses,4,0,0,0,0,0,0,0,1,0,0,0
621,U-000719,2021-03-31,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,Más de 1 año,No,Si,Si,Más de 600€,Primera residencia,Sierra norte de Madrid,3 meses,1,0,0,0,0,0,0,0,0,0,1,0
622,U-000720,2021-03-31,España,Valencia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Dependiente,3 meses,No,No,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,3 meses,1,1,0,0,0,0,0,0,1,0,0,0
623,U-000721,2021-03-31,España,Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Estudiante,Más de 1 año,Si,Si,No,Hasta 300€,Primera residencia,Pueblos de Palencia,Aún me lo estoy pensando,1,0,0,0,0,1,0,0,1,0,0,0
624,U-000722,2021-04-01,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,3 meses,Si,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,3 meses,2,0,0,0,0,0,0,0,0,0,1,0
625,U-000723,2021-04-01,España,Valladolid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Albañil,3 meses,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,1 mes,2,0,0,1,0,0,0,0,0,1,0,0
626,U-000724,2021-04-01,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,Más de 1 año,No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,1,0,0,0,0,0,0,0,0,0,1,0
627,U-000725,2021-04-02,España,Murcia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Pensionista,3 meses,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,1,0,0,0,0,1,0,0,1,0,0,0
628,U-000726,2021-04-02,España,Alicante,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Auxiliar,3 meses,No,Si,Si,Hasta 300€,Primera residencia,Pueblos de Burgos,Aún me lo estoy pensando,3,0,0,0,0,0,0,0,1,0,0,0
629,U-000727,2021-04-02,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Conductor,Más de 1 año,No,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,1,1,0,0,0,0,0,0,0,0,1,0
630,U-000728,2021-04-02,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Dependiente,3 meses,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,1 mes,2,1,0,0,0,0,0,0,0,0,1,0
631,U-000729,2021-04-03,España,Málaga,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Electricista,6 meses,Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Jaén,Aún me lo estoy pensando,1,0,0,1,0,0,0,1,0,0,0,0
632,U-000731,2021-04-03,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Soldador,1 año,Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,1 mes,4,0,0,0,0,0,0,0,0,0,0,1
633,U-000732,2021-04-03,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Investigador,3 meses,Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses,2,0,0,0,0,1,0,0,0,0,1,0
634,U-000733,2021-04-03,España,Málaga,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Abogado,3 meses,No,Si,No,Hasta 600€,Primera residencia,Pueblos de Jaén,1 mes,2,1,0,0,0,0,0,1,0,0,0,0
635,U-000734,2021-04-03,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Abogado,3 meses,Si,Si,No,Hasta 600€,Primera residencia,Sierra norte de Madrid,3 meses,3,1,0,0,0,0,0,0,0,0,1,0
636,U-000735,2021-04-03,España,Sevilla,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Artes visuales,3 meses,Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,2,0,0,0,0,0,0,1,0,0,0,0
637,U-000736,2021-04-04,Latino América,Ninguna,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Técnico,1 año,Si,Si,No,Hasta 450€,Primera residencia,Indiferente,Aún me lo estoy pensando,3,0,1,0,0,0,0,0,0,0,0,1
638,U-000737,2021-04-04,España,Málaga,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Personal de Educación Infantil,3 meses,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,1 mes,1,1,0,0,0,0,0,1,0,0,0,0
639,U-000738,2021-04-04,España,Tarragona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Sanitario,6 meses,Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando,1,0,0,0,0,0,0,0,1,0,0,0
640,U-000739,2021-04-04,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Administrativo,1 año,Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,1 mes,4,0,0,0,0,0,0,0,0,0,0,1
641,U-000741,2021-04-04,España,Las Palmas,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Camarero,3 meses,Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,6 meses,4,1,0,0,0,0,0,1,0,0,0,0
642,U-000742,2021-04-05,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Informático,Más de 1 año,No,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses,1,1,0,0,0,0,0,0,0,0,1,0
643,U-000743,2021-04-05,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Mantenimiento,1 año,Si,Si,No,Hasta 450€,Primera residencia,Indiferente,6 meses,1,1,0,0,0,0,0,0,0,0,1,0
644,U-000744,2021-04-05,España,Murcia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,1 año,Si,Si,No,Más de 600€,Primera residencia,Indiferente,6 meses,2,0,0,0,0,0,0,0,1,0,0,0
645,U-000746,2021-04-06,Latino América,Ninguna,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Esteticista,6 meses,No,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,3,1,0,0,0,0,0,0,0,0,0,1
646,U-000747,2021-04-06,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,3 meses,Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses,4,0,0,0,0,0,0,0,0,0,1,0
647,U-000748,2021-04-06,España,Pontevedra,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Camarero,3 meses,No,No,No,Hasta 300€,Primera residencia,Indiferente,6 meses,6,1,0,0,0,0,1,0,0,0,0,0
648,U-000749,2021-04-06,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Empleado del hogar,6 meses,Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,3 meses,5,1,0,0,0,0,0,0,0,0,1,0
649,U-000750,2021-04-06,España,Madrid,No estoy en ninguna de esas situaciones,Atención al cliente,6 meses,No,No,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,3,0,0,0,0,0,0,0,0,0,1,0
650,U-000751,2021-04-06,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Conductor,3 meses,Si,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses,4,1,0,0,0,0,0,0,0,0,1,0
651,U-000752,2021-04-06,España,Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Maestro,3 meses,No,Si,Si,Hasta 450€,Primera residencia,Indiferente,6 meses,4,1,0,0,0,0,0,0,1,0,0,0
652,U-000753,2021-04-06,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Administrativo,6 meses,Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,3 meses,3,0,0,0,0,0,0,0,0,0,0,1
653,U-000754,2021-04-06,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Militar,3 meses,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,3,0,0,0,0,1,0,0,0,0,1,0
654,U-000756,2021-04-07,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Empleado del hogar,3 meses,No,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,1,1,0,0,0,0,0,0,0,0,1,0
655,U-000758,2021-04-08,España,Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Artista plástico Escultor,6 meses,Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,1 mes,1,1,0,0,0,0,0,0,1,0,0,0
656,U-000759,2021-04-08,España,Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Seguridad,Más de 1 año,No,Si,No,Hasta 450€,Primera residencia,Indiferente,Aún me lo estoy pensando,1,1,0,0,0,0,0,0,1,0,0,0
657,U-000760,2021-04-08,España,Toledo,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,Más de 1 año,Si,Si,No,Hasta 450€,Primera residencia,Pueblos de Burgos,3 meses,2,0,0,0,0,0,0,0,0,1,0,0
658,U-000763,2021-04-08,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Arquitecto,6 meses,Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Jaén,6 meses,4,0,0,1,0,0,0,0,0,0,0,1
659,U-000764,2021-04-09,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Administrativo,1 año,No,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,1,0,0,0,0,0,0,0,0,0,0,1
660,U-000765,2021-04-09,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Conductor,6 meses,No,Si,Si,Hasta 450€,Primera residencia,Indiferente,Aún me lo estoy pensando,1,1,0,0,0,0,0,0,0,0,0,1
661,U-000766,2021-04-09,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Administrativo,6 meses,No,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,1 mes,5,0,0,0,0,0,0,0,0,0,0,1
662,U-000767,2021-04-09,España,Madrid,No estoy en ninguna de esas situaciones,Autónomo,3 meses,Si,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,3 meses,2,0,0,0,0,0,0,0,0,0,1,0
663,U-000768,2021-04-09,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Limpieza,3 meses,Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes,5,0,0,0,0,0,0,0,0,0,1,0
664,U-000769,2021-04-10,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Piloto de avión,Más de 1 año,Si,Si,Si,Más de 600€,Primera residencia,Sierra norte de Madrid,1 mes,2,1,0,0,0,0,0,0,0,0,1,0
665,U-000771,2021-04-10,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Funcionario,3 meses,No,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,5,0,0,0,0,1,0,0,0,0,0,1
666,U-000772,2021-04-11,España,Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,3 meses,No,No,Si,Hasta 450€,Primera residencia,Indiferente,1 mes,3,0,0,0,0,0,0,0,1,0,0,0
667,U-000773,2021-04-11,Latino América,Ninguna,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,3 meses,No,Si,No,Hasta 450€,Primera residencia,Indiferente,Aún me lo estoy pensando,4,0,0,0,0,0,0,0,0,0,0,1
668,U-000774,2021-04-11,España,Valencia,No estoy en ninguna de esas situaciones,Atención al cliente,3 meses,No,No,No,Hasta 300€,Primera residencia,Indiferente,6 meses,2,0,0,0,0,0,0,0,1,0,0,0
669,U-000775,2021-04-11,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Conductor,1 año,Si,Si,Si,Hasta 600€,Primera residencia,Indiferente,1 mes,2,1,0,0,0,0,0,0,0,0,1,0
670,U-000776,2021-04-11,España,Almería,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Atención al cliente,1 año,Si,Si,No,Hasta 450€,Primera residencia,Pueblos de Jaén,1 mes,1,0,0,0,0,0,0,1,0,0,0,0
671,U-000777,2021-04-11,España,Alicante,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Maestro,1 año,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,2,1,0,0,0,0,0,0,1,0,0,0
672,U-000778,2021-04-11,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Policia,6 meses,Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,6 meses,4,0,0,0,0,1,0,0,0,0,0,1
673,U-000779,2021-04-11,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Técnico,1 año,No,Si,Si,Hasta 450€,Primera residencia,Indiferente,6 meses,2,0,1,0,0,0,0,0,0,0,0,1
674,U-000780,2021-04-11,Otro,Ninguna,No estoy en ninguna de esas situaciones,Policia,3 meses,Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,6 meses,1,0,0,0,0,1,0,0,0,0,0,1
675,U-000781,2021-04-12,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Periodista,1 año,No,No,Si,Hasta 450€,Primera residencia,Indiferente,6 meses,2,0,0,0,0,0,0,0,0,0,0,1
676,U-000782,2021-04-12,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Agente de viajes,1 año,Si,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses,2,1,0,0,0,0,0,0,0,0,1,0
677,U-000783,2021-04-12,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Informático,3 meses,No,Si,No,Hasta 600€,Primera residencia,Indiferente,1 mes,2,1,0,0,0,0,0,0,0,0,0,1
678,U-000784,2021-04-12,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Abogado,3 meses,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,2,1,0,0,0,0,0,0,0,0,0,1
679,U-000786,2021-04-12,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Profesor,1 año,Si,Si,No,Hasta 450€,Primera residencia,Indiferente,3 meses,4,0,0,0,0,0,0,0,0,0,0,1
680,U-000788,2021-04-12,España,Almería,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Auxiliar,1 año,Si,Si,No,Hasta 450€,Primera residencia,Indiferente,6 meses,5,0,0,0,0,0,0,1,0,0,0,0
681,U-000789,2021-04-12,España,Valladolid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,3 meses,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,3 meses,4,0,0,0,0,0,0,0,0,1,0,0
682,U-000790,2021-04-12,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Otro,3 meses,No,Si,Si,Hasta 600€,Primera residencia,Indiferente,3 meses,3,0,0,0,0,0,0,0,0,0,0,1
683,U-000791,2021-04-12,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Autónomo,1 año,Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando,1,0,0,0,0,0,0,0,0,0,1,0
684,U-000793,2021-04-13,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Personal de Educación Infantil,1 año,Si,Si,No,Hasta 450€,Primera residencia,Indiferente,6 meses,3,1,0,0,0,0,0,0,0,0,0,1
685,U-000794,2021-04-13,España,León,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Sanitario,1 año,Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Burgos,3 meses,4,0,0,0,0,0,0,0,0,1,0,0
686,U-000795,2021-04-13,España,Santa Cruz de Tenerife,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Carnicero,1 año,Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes,5,0,0,0,0,0,0,1,0,0,0,0
687,U-000796,2021-04-13,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Otro,3 meses,Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Palencia,6 meses,3,0,0,0,0,0,0,0,0,0,0,1
688,U-000797,2021-04-13,Latino América,Ninguna,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,1 año,Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,1,0,0,0,0,0,0,0,0,0,0,1
689,U-000798,2021-04-13,España,Albacete,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Trabajador social,3 meses,No,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,1,1,0,0,0,0,0,0,0,1,0,0
690,U-000799,2021-04-13,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,1 año,Si,Si,Si,Hasta 600€,Primera residencia,Sierra norte de Madrid,3 meses,2,0,0,0,0,0,0,0,0,0,1,0
691,U-000800,2021-04-13,España,Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,6 meses,No,Si,No,Hasta 450€,Primera residencia,Pueblos de Zaragoza,3 meses,4,1,0,0,0,0,0,0,1,0,0,0
692,U-000801,2021-04-13,España,Alicante,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Atención al cliente,Más de 1 año,Si,Si,Si,Hasta 450€,Primera residencia,Pueblos de Burgos,3 meses,1,0,0,0,0,0,0,0,1,0,0,0
693,U-000802,2021-04-14,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Peluquería,3 meses,Si,Si,No,Hasta 600€,Primera residencia,Indiferente,6 meses,4,1,0,0,0,0,0,0,0,0,0,1
694,U-000803,2021-04-14,Latino América,Ninguna,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Marketing y publicidad,3 meses,Si,Si,No,Más de 600€,Primera residencia,Indiferente,3 meses,4,1,0,0,0,0,0,0,0,0,0,1
695,U-000804,2021-04-14,España,Sevilla,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,3 meses,No,Si,No,Hasta 450€,Primera residencia,Indiferente,1 mes,4,0,0,0,0,0,0,1,0,0,0,0
696,U-000805,2021-04-14,España,Vizcaya,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,3 meses,Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Palencia,1 mes,2,0,0,0,0,0,1,0,0,0,0,0
697,U-000806,2021-04-14,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,Más de 1 año,Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes,2,0,0,0,0,0,0,0,0,0,1,0
698,U-000807,2021-04-14,España,Cádiz,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Mozo almacén,3 meses,Si,Si,No,Hasta 450€,Primera residencia,Pueblos de Palencia,1 mes,3,0,0,0,0,0,0,1,0,0,0,0
699,U-000808,2021-04-14,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Profesor,Más de 1 año,Si,Si,No,Hasta 600€,Primera residencia,Sierra norte de Madrid,3 meses,4,0,0,0,0,0,0,0,0,0,1,0
700,U-000809,2021-04-15,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Mantenimiento,1 año,Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,4,1,0,0,0,0,0,0,0,0,1,0
701,U-000810,2021-04-15,España,Alicante,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Marketing y publicidad,6 meses,Si,Si,Si,Hasta 450€,Primera residencia,Pueblos de Zaragoza,3 meses,1,1,0,0,0,0,0,0,1,0,0,0
702,U-000811,2021-04-15,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Dependiente,3 meses,No,Si,No,Hasta 450€,Primera residencia,Indiferente,6 meses,2,1,0,0,0,0,0,0,0,0,1,0
703,U-000812,2021-04-16,España,Lérida,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,1 año,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,3,1,0,0,0,0,0,0,1,0,0,0
704,U-000813,2021-04-16,España,Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Operario,3 meses,No,Si,No,Hasta 300€,Primera residencia,Pueblos de Zaragoza,1 mes,2,0,0,1,0,0,0,0,1,0,0,0
705,U-000814,2021-04-16,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Funcionario,3 meses,Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando,3,0,0,0,0,1,0,0,0,0,1,0
706,U-000815,2021-04-16,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Profesor,1 año,Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,1 mes,2,0,0,0,0,0,0,0,0,0,1,0
707,U-000816,2021-04-16,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Auxiliar,Más de 1 año,Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando,4,0,0,0,0,0,0,0,0,0,1,0
708,U-000817,2021-04-16,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Decorador,Más de 1 año,Si,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses,1,1,0,0,0,0,0,0,0,0,1,0
709,U-000818,2021-04-16,España,Madrid,No estoy en ninguna de esas situaciones,Otro,6 meses,Si,Si,No,Hasta 300€,Primera residencia,Pueblos de Jaén,Aún me lo estoy pensando,1,0,0,0,0,0,0,0,0,0,1,0
710,U-000819,2021-04-17,Latino América,Ninguna,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Comercio internacional,6 meses,No,Si,Si,Hasta 450€,Primera residencia,Indiferente,6 meses,2,0,0,0,0,0,0,0,0,0,0,1
711,U-000820,2021-04-17,España,Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Dependiente,3 meses,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,1 mes,2,1,0,0,0,0,0,0,1,0,0,0
712,U-000821,2021-04-17,España,Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Auxiliar,Más de 1 año,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,3,0,0,0,0,0,0,0,1,0,0,0
713,U-000822,2021-04-17,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Camarero,3 meses,No,Si,No,Hasta 300€,Primera residencia,Indiferente,1 mes,2,1,0,0,0,0,0,0,0,0,1,0
714,U-000823,2021-04-18,España,Alicante,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Esteticista,6 meses,Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,6 meses,1,1,0,0,0,0,0,0,1,0,0,0
715,U-000824,2021-04-18,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Autónomo,3 meses,Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,3 meses,3,0,0,0,0,0,0,0,0,0,1,0
716,U-000825,2021-04-19,España,Gipuzkoa,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Sanitario,3 meses,No,Si,No,Hasta 300€,Primera residencia,Indiferente,1 mes,1,0,0,0,0,0,0,0,0,0,0,0
