,id,fecha,pais_de_residencia,provincia_de_espana,situacion_en_espana,profesion,autonomia_economica,coche_propio,carnet_coche,mascota,presupuesto_alquiler,primera_segunda_vivienda,zona_interes,predisposicion_pueblo,numero_familiares,sector_servicios,sector_industria,sector_construccion,sector_agricultura_ganaderia_pesca,sector_otros,prov_norte,prov_sur,prov_este,prov_centro,prov_madrid,prov_fuera_espana
8542,U-009275,2022-07-12,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Ingeniero Técnico Agrícola,3 meses,No,Si,No,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando,3,0,0,0,1,0,0,0,0,0,0,1
8543,U-009276,2022-07-12,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Atención al cliente,Más de 1 año,No,Si,Si,Más de 600€,Primera residencia,Sierra norte de Madrid,3 meses,1,0,0,0,0,0,0,0,0,0,0,1
8544,U-009277,2022-07-13,Otro,Ninguna,No estoy en ninguna de esas situaciones,Maestro de Educación Primaria,6 meses,Si,Si,Si,Hasta 450€,Primera residencia,"Indiferente, menos de 150km de Madrid",Aún me lo estoy pensando,2,1,0,0,0,0,0,0,0,0,0,1
8545,U-009278,2022-07-13,Otro,Ninguna,No estoy en ninguna de esas situaciones,Carnicero,3 meses,Si,Si,No,Hasta 450€,Primera residencia,Pueblos de Palencia,6 meses,6,0,0,0,0,0,0,0,0,0,0,1
8546,U-009279,2022-07-13,Latino América,Ninguna,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Ingeniero Técnico Agrícola,6 meses,Si,Si,No,Hasta 300€,Primera residencia,Pueblos de Palencia,1 mes,2,0,0,0,1,0,0,0,0,0,0,1
8547,U-009280,2022-07-13,España,Madrid,No estoy en ninguna de esas situaciones,Cocinero,3 meses,No,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes,6,1,0,0,0,0,0,0,0,0,1,0
8548,U-009281,2022-07-13,Latino América,Ninguna,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Peón,3 meses,No,No,No,Hasta 300€,Primera residencia,Indiferente,1 mes,3,0,0,0,0,0,0,0,0,0,0,1
8549,U-009282,2022-07-13,España,Pontevedra,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Estudiante,3 meses,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,1,0,0,0,0,1,1,0,0,0,0,0
8550,U-009283,2022-07-13,España,Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Médico,3 meses,No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,1,0,0,0,0,0,0,0,1,0,0,0
8551,U-009284,2022-07-13,España,Murcia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,6 meses,Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,2,0,0,0,0,0,0,0,1,0,0,0
8552,U-009285,2022-07-13,España,Málaga,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Abogado,1 año,No,No,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando,3,1,0,0,0,0,0,1,0,0,0,0
8553,U-009286,2022-07-13,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Mantenimiento,6 meses,Si,Si,No,Hasta 450€,Primera residencia,Indiferente,6 meses,2,1,0,0,0,0,0,0,0,0,1,0
8554,U-009287,2022-07-13,España,Girona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Albañil,Más de 1 año,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando,3,0,0,1,0,0,0,0,1,0,0,0
8555,U-009288,2022-07-13,España,Vizcaya,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Enfermera responsable de cuidados generales,3 meses,No,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,4,0,0,0,0,0,1,0,0,0,0,0
8556,U-009289,2022-07-13,España,Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Abogado,3 meses,Si,Si,Si,Más de 600€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando,3,1,0,0,0,0,0,0,1,0,0,0
8557,U-009290,2022-07-13,Latino América,Ninguna,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Ingeniero,3 meses,No,Si,No,Hasta 450€,Primera residencia,Indiferente,6 meses,3,0,1,0,0,0,0,0,0,0,0,1
8558,U-009291,2022-07-13,España,Santa Cruz de Tenerife,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,3 meses,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando,1,0,0,0,0,0,0,1,0,0,0,0
8559,U-009292,2022-07-13,Latino América,Ninguna,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Ingeniero Industrial,Más de 1 año,No,No,No,Hasta 450€,Primera residencia,Indiferente,6 meses,3,0,1,0,0,0,0,0,0,0,0,1
8560,U-009293,2022-07-13,España,Alicante,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Camarero,3 meses,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando,1,1,0,0,0,0,0,0,1,0,0,0
8561,U-009294,2022-07-13,Latino América,Ninguna,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Arquitecto,6 meses,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando,4,0,0,1,0,0,0,0,0,0,0,1
8562,U-009295,2022-07-14,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Panadero,Más de 1 año,No,No,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,4,0,0,0,0,0,0,0,0,0,0,1
8563,U-009296,2022-07-14,Latino América,Ninguna,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Conductor,6 meses,No,Si,Si,Hasta 600€,Primera residencia,Indiferente,Aún me lo estoy pensando,2,1,0,0,0,0,0,0,0,0,0,1
8564,U-009297,2022-07-14,España,Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,3 meses,No,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,2,0,0,0,0,0,0,0,1,0,0,0
8565,U-009298,2022-07-14,España,Valencia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Auxiliar,Más de 1 año,No,No,Si,Hasta 300€,Primera residencia,Pueblos de Burgos,Aún me lo estoy pensando,2,0,0,0,0,0,0,0,1,0,0,0
8566,U-009299,2022-07-14,España,Toledo,No estoy en ninguna de esas situaciones,Otro,3 meses,No,Si,No,Hasta 450€,Primera residencia,Indiferente,6 meses,4,0,0,0,0,0,0,0,0,1,0,0
8567,U-009300,2022-07-14,España,Madrid,No estoy en ninguna de esas situaciones,Otro,Más de 1 año,Si,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,1 mes,4,0,0,0,0,0,0,0,0,0,1,0
8568,U-009301,2022-07-14,España,Girona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Camarero,6 meses,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,1 mes,7,1,0,0,0,0,0,0,1,0,0,0
8569,U-009302,2022-07-14,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,3 meses,Si,Si,Si,Más de 600€,Primera residencia,Sierra norte de Madrid,1 mes,1,1,0,0,0,0,0,0,0,0,1,0
8570,U-009303,2022-07-14,España,Cantabria,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Mozo almacén,Más de 1 año,Si,Si,No,Hasta 300€,Primera residencia,Pueblos de Zamora,6 meses,1,0,0,0,0,0,1,0,0,0,0,0
8571,U-009304,2022-07-14,España,Tarragona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,3 meses,No,No,No,Hasta 450€,Primera residencia,Indiferente,1 mes,5,1,0,0,0,0,0,0,1,0,0,0
8572,U-009305,2022-07-14,España,Alicante,No estoy en ninguna de esas situaciones,Cocinero,1 año,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,4,1,0,0,0,0,0,0,1,0,0,0
8573,U-009306,2022-07-14,Latino América,Ninguna,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,3 meses,No,Si,Si,Hasta 450€,Primera residencia,Indiferente,6 meses,1,0,0,0,0,0,0,0,0,0,0,1
8574,U-009307,2022-07-14,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Arquitecto,3 meses,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,2,0,0,1,0,0,0,0,0,0,1,0
8575,U-009308,2022-07-15,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Médico,Más de 1 año,Si,Si,No,Hasta 450€,Primera residencia,"Indiferente, menos de 150km de Madrid",6 meses,2,0,0,0,0,0,0,0,0,0,0,1
8576,U-009309,2022-07-15,Latino América,Ninguna,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Ganadero,Más de 1 año,No,No,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,3,0,0,0,1,0,0,0,0,0,0,1
8577,U-009310,2022-07-15,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Médico,3 meses,No,Si,No,Hasta 300€,Primera residencia,Indiferente,1 mes,4,0,0,0,0,0,0,0,0,0,1,0
8578,U-009311,2022-07-15,España,Alicante,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Soldador,Más de 1 año,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,3 meses,3,0,0,0,0,0,0,0,1,0,0,0
8579,U-009312,2022-07-15,España,Málaga,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cuidar ancianos,Más de 1 año,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando,1,0,0,0,0,0,0,1,0,0,0,0
8580,U-009313,2022-07-15,España,Cádiz,No estoy en ninguna de esas situaciones,Militar,6 meses,No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,1,0,0,0,0,1,0,1,0,0,0,0
8581,U-009314,2022-07-15,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Autónomo,3 meses,Si,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses,3,0,0,0,0,0,0,0,0,0,1,0
8582,U-009315,2022-07-15,Latino América,Ninguna,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Arquitecto,6 meses,No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,2,0,0,1,0,0,0,0,0,0,0,1
8583,U-009316,2022-07-15,España,Santa Cruz de Tenerife,No estoy en ninguna de esas situaciones,Otro,6 meses,Si,Si,No,Hasta 300€,Primera residencia,"Indiferente, menos de 150km de Madrid",Aún me lo estoy pensando,3,0,0,0,0,0,0,1,0,0,0,0
8584,U-009317,2022-07-15,España,Castellón,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Dependiente,3 meses,Si,Si,No,Hasta 300€,Primera residencia,Pueblos de Burgos,3 meses,2,1,0,0,0,0,0,0,1,0,0,0
8585,U-009318,2022-07-15,España,Murcia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Albañil,3 meses,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,1 mes,6,0,0,1,0,0,0,0,1,0,0,0
8586,U-009319,2022-07-15,Latino América,Ninguna,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,Más de 1 año,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,5,0,0,0,0,0,0,0,0,0,0,1
8587,U-009320,2022-07-15,España,Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,6 meses,Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando,2,1,0,0,0,0,0,0,1,0,0,0
8588,U-009321,2022-07-16,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Comercial,3 meses,Si,Si,No,Hasta 450€,Primera residencia,"Indiferente, menos de 150km de Madrid",6 meses,4,1,0,0,0,0,0,0,0,0,0,1
8589,U-009322,2022-07-16,Resto de Europa (dentro de UE),Ninguna,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Ganadero,Más de 1 año,No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,1,0,0,0,1,0,0,0,0,0,0,1
8590,U-009323,2022-07-16,España,Granada,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Apicultor,3 meses,Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Cuenca,3 meses,3,0,0,0,1,0,0,1,0,0,0,0
8591,U-009324,2022-07-16,España,Madrid,No estoy en ninguna de esas situaciones,Cocinero,3 meses,No,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes,1,1,0,0,0,0,0,0,0,0,1,0
8592,U-009325,2022-07-16,España,Córdoba,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Asesor,3 meses,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,1 mes,4,1,0,0,0,0,0,1,0,0,0,0
8593,U-009326,2022-07-16,España,Las Palmas,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,3 meses,No,No,No,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando,1,0,0,0,0,0,0,1,0,0,0,0
8594,U-009327,2022-07-16,España,Gipuzkoa,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Operario,3 meses,Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Burgos,1 mes,4,0,0,1,0,0,0,0,0,0,0,0
8595,U-009328,2022-07-16,Latino América,Ninguna,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Abogado,6 meses,No,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses,2,1,0,0,0,0,0,0,0,0,0,1
8596,U-009329,2022-07-16,Latino América,Ninguna,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Médico,Más de 1 año,No,Si,Si,Hasta 450€,Primera residencia,Indiferente,6 meses,2,0,0,0,0,0,0,0,0,0,0,1
8597,U-009330,2022-07-17,España,Málaga,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Marketing y publicidad,6 meses,Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes,3,1,0,0,0,0,0,1,0,0,0,0
8598,U-009331,2022-07-17,España,Valladolid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,3 meses,Si,Si,No,Hasta 450€,Primera residencia,Indiferente,3 meses,2,0,0,0,0,0,0,0,0,1,0,0
8599,U-009332,2022-07-17,Latino América,Ninguna,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Atención al cliente,3 meses,No,No,No,Hasta 300€,Primera residencia,Indiferente,6 meses,1,0,0,0,0,0,0,0,0,0,0,1
8600,U-009333,2022-07-17,España,Sevilla,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,Más de 1 año,Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Burgos,6 meses,9,1,0,0,0,0,0,1,0,0,0,0
8601,U-009334,2022-07-17,España,Cáceres,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Atención al cliente,6 meses,Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes,3,0,0,0,0,0,0,0,0,1,0,0
8602,U-009335,2022-07-17,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,3 meses,Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando,4,0,0,0,0,0,0,0,0,0,1,0
8603,U-009336,2022-07-17,España,Córdoba,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Carnicero,3 meses,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando,3,0,0,0,0,0,0,1,0,0,0,0
8604,U-009337,2022-07-17,Latino América,Ninguna,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cuidar ancianos,6 meses,No,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,6,0,0,0,0,0,0,0,0,0,0,1
8605,U-009338,2022-07-17,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Administrativo,6 meses,Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,2,0,0,0,0,0,0,0,0,0,0,1
8606,U-009339,2022-07-17,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Dependiente,Más de 1 año,Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes,2,1,0,0,0,0,0,0,0,0,1,0
8607,U-009340,2022-07-17,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Camarero,3 meses,No,No,Si,Hasta 600€,Primera residencia,Pueblos de Cuenca,3 meses,5,1,0,0,0,0,0,0,0,0,1,0
8608,U-009341,2022-07-18,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Carpintero Aluminio,3 meses,No,No,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,4,0,0,1,0,0,0,0,0,0,0,1
8609,U-009342,2022-07-18,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Diseñador grafico,6 meses,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,1,1,0,0,0,0,0,0,0,0,0,1
8610,U-009343,2022-07-18,España,Zaragoza,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Encargado,3 meses,Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Zaragoza,Aún me lo estoy pensando,4,0,0,0,0,0,0,0,0,1,0,0
8611,U-009344,2022-07-18,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Trabajo de campo,3 meses,No,Si,No,Hasta 300€,Primera residencia,Pueblos de Zaragoza,6 meses,1,0,0,0,0,1,0,0,0,0,0,1
8612,U-009345,2022-07-18,España,Castellón,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Pensionista,Más de 1 año,Si,Si,No,Hasta 450€,Primera residencia,Indiferente,3 meses,1,0,0,0,0,1,0,0,1,0,0,0
8613,U-009346,2022-07-18,Latino América,Ninguna,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cuidar ancianos,3 meses,No,No,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,1,0,0,0,0,0,0,0,0,0,0,1
8614,U-009347,2022-07-18,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Marketing y publicidad,3 meses,Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando,1,1,0,0,0,0,0,0,0,0,1,0
8615,U-009348,2022-07-18,España,Teruel,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Ganadero,6 meses,Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Zaragoza,1 mes,1,0,0,0,1,0,0,0,0,1,0,0
8616,U-009349,2022-07-18,Latino América,Ninguna,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,Más de 1 año,No,Si,Si,Más de 600€,Primera residencia,Indiferente,6 meses,2,0,0,0,0,0,0,0,0,0,0,1
8617,U-009351,2022-07-18,España,Santa Cruz de Tenerife,No estoy en ninguna de esas situaciones,Cocinero,3 meses,No,No,No,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando,1,1,0,0,0,0,0,1,0,0,0,0
8618,U-009352,2022-07-18,España,Barcelona,No estoy en ninguna de esas situaciones,Esteticista,3 meses,Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Cuenca,6 meses,1,1,0,0,0,0,0,0,1,0,0,0
8619,U-009353,2022-07-18,España,Valencia,No estoy en ninguna de esas situaciones,Profesor,3 meses,Si,Si,Si,Hasta 600€,Segunda residencia,Sierra norte de Madrid,6 meses,1,0,0,0,0,0,0,0,1,0,0,0
8620,U-009354,2022-07-19,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Auxiliar,3 meses,Si,Si,Si,Hasta 300€,Primera residencia,"Indiferente, menos de 150km de Madrid",Aún me lo estoy pensando,6,0,0,0,0,0,0,0,0,0,1,0
8621,U-009355,2022-07-19,Latino América,Ninguna,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,3 meses,No,Si,Si,Hasta 600€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando,2,0,0,0,0,0,0,0,0,0,0,1
8622,U-009356,2022-07-19,Latino América,Ninguna,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Logística de transportes,3 meses,Si,Si,No,Hasta 450€,Primera residencia,Indiferente,1 mes,1,0,1,0,0,0,0,0,0,0,0,1
8623,U-009357,2022-07-19,España,Valencia,No estoy en ninguna de esas situaciones,Dependiente,Más de 1 año,No,No,No,Hasta 450€,Primera residencia,Indiferente,Aún me lo estoy pensando,2,1,0,0,0,0,0,0,1,0,0,0
8624,U-009358,2022-07-19,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Atención al cliente,3 meses,No,No,No,Hasta 300€,Primera residencia,Indiferente,3 meses,2,0,0,0,0,0,0,0,0,0,0,1
8625,U-009359,2022-07-19,España,Valencia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Conductor,3 meses,Si,Si,No,Hasta 300€,Primera residencia,Pueblos de Cuenca,6 meses,3,1,0,0,0,0,0,0,1,0,0,0
8626,U-009360,2022-07-19,España,Alicante,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Camarero,1 año,Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,1 mes,4,1,0,0,0,0,0,0,1,0,0,0
8627,U-009361,2022-07-19,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Camarero,3 meses,No,No,No,Hasta 300€,Primera residencia,Pueblos de Cuenca,1 mes,4,1,0,0,0,0,0,0,0,0,0,1
8628,U-009362,2022-07-19,Latino América,Ninguna,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Ingeniero Técnico Agrícola,3 meses,No,Si,No,Hasta 300€,Primera residencia,"Indiferente, menos de 150km de Madrid",3 meses,1,0,0,0,1,0,0,0,0,0,0,1
8629,U-009363,2022-07-19,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Conductor,1 año,Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,1 mes,4,1,0,0,0,0,0,0,0,0,0,1
8630,U-009364,2022-07-19,España,Madrid,No estoy en ninguna de esas situaciones,Hostelero,3 meses,No,No,Si,Hasta 450€,Primera residencia,Indiferente,6 meses,4,1,0,0,0,0,0,0,0,0,1,0
8631,U-009365,2022-07-20,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Maestro de Educación Primaria,3 meses,Si,Si,Si,Hasta 600€,Primera residencia,Pueblos de Cuenca,6 meses,2,1,0,0,0,0,0,0,0,0,1,0
8632,U-009366,2022-07-20,España,Ninguna,No estoy en ninguna de esas situaciones,Mantenimiento,1 año,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,5,1,0,0,0,0,0,0,0,0,0,1
8633,U-009367,2022-07-20,España,Málaga,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Peluquería,3 meses,No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,3,1,0,0,0,0,0,1,0,0,0,0
